Profile Name,Bill Number,Bill Name,Prediction Attempt,Personal Prediction,Real Result
Barry Moore_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,2,Yea,Yea
Barry Moore_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,3,Yea,Yea
Barry Moore_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,4,Yea,Yea
Barry Moore_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,5,Yea,Yea
Barry Moore_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,6,Yea,Yea
Barry Moore_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,7,Yea,Yea
Barry Moore_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,8,Yea,Yea
Barry Moore_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,9,Yea,Yea
Barry Moore_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,10,Yea,Yea
Barry Moore_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,11,Yea,Yea
Barry Moore_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,12,Yea,Yea
Barry Moore_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,13,Yea,Yea
Barry Moore_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,14,Yea,Yea
Barry Moore_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,15,Yea,Yea
Barry Moore_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,16,Yea,Yea
Barry Moore_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,17,Yea,Yea
Barry Moore_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,18,Yea,Yea
Barry Moore_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,19,Yea,Yea
Barry Moore_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,20,Yea,Yea
Eli Crane_profile.json,H.R. 4367,"Department of Homeland Security Appropriations Act, 2024",1,Yea,Yea
Eli Crane_profile.json,H.R. 4367,"Department of Homeland Security Appropriations Act, 2024",2,Yea,Yea
Eli Crane_profile.json,H.R. 4367,"Department of Homeland Security Appropriations Act, 2024",3,Yea,Yea
Eli Crane_profile.json,H.R. 4367,"Department of Homeland Security Appropriations Act, 2024",4,Yea,Yea
Eli Crane_profile.json,H.R. 4367,"Department of Homeland Security Appropriations Act, 2024",5,Yea,Yea
Eli Crane_profile.json,H.R. 4367,"Department of Homeland Security Appropriations Act, 2024",6,Yea,Yea
Eli Crane_profile.json,H.R. 4367,"Department of Homeland Security Appropriations Act, 2024",7,Yea,Yea
Eli Crane_profile.json,H.R. 4367,"Department of Homeland Security Appropriations Act, 2024",8,Yea,Yea
Eli Crane_profile.json,H.R. 4367,"Department of Homeland Security Appropriations Act, 2024",9,Yea,Yea
Eli Crane_profile.json,H.R. 4367,"Department of Homeland Security Appropriations Act, 2024",10,Yea,Yea
Eli Crane_profile.json,H.R. 4367,"Department of Homeland Security Appropriations Act, 2024",11,Yea,Yea
Eli Crane_profile.json,H.R. 4367,"Department of Homeland Security Appropriations Act, 2024",12,Yea,Yea
Eli Crane_profile.json,H.R. 4367,"Department of Homeland Security Appropriations Act, 2024",13,Yea,Yea
Eli Crane_profile.json,H.R. 4367,"Department of Homeland Security Appropriations Act, 2024",14,Yea,Yea
Eli Crane_profile.json,H.R. 4367,"Department of Homeland Security Appropriations Act, 2024",15,Yea,Yea
Eli Crane_profile.json,H.R. 4367,"Department of Homeland Security Appropriations Act, 2024",16,Yea,Yea
Eli Crane_profile.json,H.R. 4367,"Department of Homeland Security Appropriations Act, 2024",17,Yea,Yea
Eli Crane_profile.json,H.R. 4367,"Department of Homeland Security Appropriations Act, 2024",18,Yea,Yea
Eli Crane_profile.json,H.R. 4367,"Department of Homeland Security Appropriations Act, 2024",19,Yea,Yea
Eli Crane_profile.json,H.R. 4367,"Department of Homeland Security Appropriations Act, 2024",20,Yea,Yea
Dan Goldman_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",1,Nay,Nay
Dan Goldman_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",2,Nay,Nay
Dan Goldman_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",3,Nay,Nay
Dan Goldman_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",4,Nay,Nay
Dan Goldman_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",5,Nay,Nay
Dan Goldman_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",6,Nay,Nay
Dan Goldman_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",7,Nay,Nay
Dan Goldman_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",8,Nay,Nay
Dan Goldman_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",9,Yea,Nay
Dan Goldman_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",10,Nay,Nay
Dan Goldman_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",11,Nay,Nay
Dan Goldman_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",12,Nay,Nay
Dan Goldman_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",13,Nay,Nay
Dan Goldman_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",14,Nay,Nay
Dan Goldman_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",15,Nay,Nay
Dan Goldman_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",16,Nay,Nay
Dan Goldman_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",17,Nay,Nay
Dan Goldman_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",18,Nay,Nay
Dan Goldman_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",19,Nay,Nay
Dan Goldman_profile.json,H.R. 5860,"Continuing Appropriations Act, 2024 and Other Extensions Act",20,Nay,Nay
Dale Strong_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",1,Yea,Yea
Dale Strong_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",2,Yea,Yea
Dale Strong_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",3,Yea,Yea
Dale Strong_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",4,Yea,Yea
Dale Strong_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",5,Yea,Yea
Dale Strong_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",6,Yea,Yea
Dale Strong_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",7,Yea,Yea
Dale Strong_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",8,Yea,Yea
Dale Strong_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",9,Yea,Yea
Dale Strong_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",10,Yea,Yea
Dale Strong_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",11,Yea,Yea
Dale Strong_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",12,Yea,Yea
Dale Strong_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",13,Yea,Yea
Dale Strong_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",14,Yea,Yea
Dale Strong_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",15,Yea,Yea
Dale Strong_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",16,Yea,Yea
Dale Strong_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",17,Yea,Yea
Dale Strong_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",18,Yea,Yea
Dale Strong_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",19,Yea,Yea
Dale Strong_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",20,Yea,Yea
Claudia Tenney_profile.json,H.R. 1096,250th Anniversary of the United States Marine Corps Commemorative Coin Act,1,Yea,Yea
Claudia Tenney_profile.json,H.R. 1096,250th Anniversary of the United States Marine Corps Commemorative Coin Act,2,Yea,Yea
Claudia Tenney_profile.json,H.R. 1096,250th Anniversary of the United States Marine Corps Commemorative Coin Act,3,Yea,Yea
Claudia Tenney_profile.json,H.R. 1096,250th Anniversary of the United States Marine Corps Commemorative Coin Act,4,Yea,Yea
Claudia Tenney_profile.json,H.R. 1096,250th Anniversary of the United States Marine Corps Commemorative Coin Act,5,Yea,Yea
Claudia Tenney_profile.json,H.R. 1096,250th Anniversary of the United States Marine Corps Commemorative Coin Act,6,Yea,Yea
Claudia Tenney_profile.json,H.R. 1096,250th Anniversary of the United States Marine Corps Commemorative Coin Act,7,Yea,Yea
Claudia Tenney_profile.json,H.R. 1096,250th Anniversary of the United States Marine Corps Commemorative Coin Act,8,Yea,Yea
Claudia Tenney_profile.json,H.R. 1096,250th Anniversary of the United States Marine Corps Commemorative Coin Act,9,Yea,Yea
Claudia Tenney_profile.json,H.R. 1096,250th Anniversary of the United States Marine Corps Commemorative Coin Act,10,Yea,Yea
Claudia Tenney_profile.json,H.R. 1096,250th Anniversary of the United States Marine Corps Commemorative Coin Act,11,Yea,Yea
Claudia Tenney_profile.json,H.R. 1096,250th Anniversary of the United States Marine Corps Commemorative Coin Act,12,Yea,Yea
Claudia Tenney_profile.json,H.R. 1096,250th Anniversary of the United States Marine Corps Commemorative Coin Act,13,Yea,Yea
Claudia Tenney_profile.json,H.R. 1096,250th Anniversary of the United States Marine Corps Commemorative Coin Act,14,Yea,Yea
Claudia Tenney_profile.json,H.R. 1096,250th Anniversary of the United States Marine Corps Commemorative Coin Act,15,Yea,Yea
Claudia Tenney_profile.json,H.R. 1096,250th Anniversary of the United States Marine Corps Commemorative Coin Act,16,Yea,Yea
Claudia Tenney_profile.json,H.R. 1096,250th Anniversary of the United States Marine Corps Commemorative Coin Act,17,Yea,Yea
Claudia Tenney_profile.json,H.R. 1096,250th Anniversary of the United States Marine Corps Commemorative Coin Act,18,Yea,Yea
Claudia Tenney_profile.json,H.R. 1096,250th Anniversary of the United States Marine Corps Commemorative Coin Act,19,Yea,Yea
Claudia Tenney_profile.json,H.R. 1096,250th Anniversary of the United States Marine Corps Commemorative Coin Act,20,Yea,Yea
Greg Stanton_profile.json,H.R. 4881 (117th),Old Pascua Community Land Acquisition Act,1,Yea,Yea
Greg Stanton_profile.json,H.R. 4881 (117th),Old Pascua Community Land Acquisition Act,2,Yea,Yea
Greg Stanton_profile.json,H.R. 4881 (117th),Old Pascua Community Land Acquisition Act,3,Yea,Yea
Greg Stanton_profile.json,H.R. 4881 (117th),Old Pascua Community Land Acquisition Act,4,Yea,Yea
Greg Stanton_profile.json,H.R. 4881 (117th),Old Pascua Community Land Acquisition Act,5,Yea,Yea
Greg Stanton_profile.json,H.R. 4881 (117th),Old Pascua Community Land Acquisition Act,6,Yea,Yea
Greg Stanton_profile.json,H.R. 4881 (117th),Old Pascua Community Land Acquisition Act,7,Yea,Yea
Greg Stanton_profile.json,H.R. 4881 (117th),Old Pascua Community Land Acquisition Act,8,Yea,Yea
Greg Stanton_profile.json,H.R. 4881 (117th),Old Pascua Community Land Acquisition Act,9,Yea,Yea
Greg Stanton_profile.json,H.R. 4881 (117th),Old Pascua Community Land Acquisition Act,10,Yea,Yea
Greg Stanton_profile.json,H.R. 4881 (117th),Old Pascua Community Land Acquisition Act,11,Yea,Yea
Greg Stanton_profile.json,H.R. 4881 (117th),Old Pascua Community Land Acquisition Act,12,Yea,Yea
Greg Stanton_profile.json,H.R. 4881 (117th),Old Pascua Community Land Acquisition Act,13,Yea,Yea
Greg Stanton_profile.json,H.R. 4881 (117th),Old Pascua Community Land Acquisition Act,14,Yea,Yea
Greg Stanton_profile.json,H.R. 4881 (117th),Old Pascua Community Land Acquisition Act,15,Yea,Yea
Greg Stanton_profile.json,H.R. 4881 (117th),Old Pascua Community Land Acquisition Act,16,Yea,Yea
Greg Stanton_profile.json,H.R. 4881 (117th),Old Pascua Community Land Acquisition Act,17,Yea,Yea
Greg Stanton_profile.json,H.R. 4881 (117th),Old Pascua Community Land Acquisition Act,18,Yea,Yea
Greg Stanton_profile.json,H.R. 4881 (117th),Old Pascua Community Land Acquisition Act,19,Yea,Yea
Greg Stanton_profile.json,H.R. 4881 (117th),Old Pascua Community Land Acquisition Act,20,Yea,Yea
