Selected profile file,Bill Name,Bill Number,Personal Prediction,Real Result
Valerie  Hoyle_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Valerie  Hoyle_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Valerie  Hoyle_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Valerie  Hoyle_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Valerie  Hoyle_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Valerie  Hoyle_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Valerie  Hoyle_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Valerie  Hoyle_profile.json,Fiscal Responsibility Act of 2023,H.R. 3746,Yea,Yea
Valerie  Hoyle_profile.json,TRANQ Research Act of 2023,H.R. 1734,Yea,Yea
Valerie  Hoyle_profile.json,Wounded Warrior Access Act,H.R. 1226,Yea,Yea
Valerie  Hoyle_profile.json,NOTAM Improvement Act of 2023,H.R. 346,Yea,Yea
Valerie Foushee_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Valerie Foushee_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Valerie Foushee_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Valerie Foushee_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Valerie Foushee_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Valerie Foushee_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Valerie Foushee_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Valerie Foushee_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Valerie Foushee_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Valerie Foushee_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
Valerie Foushee_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Nay,Yea
Valerie Foushee_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Valerie Foushee_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Valerie Foushee_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Valerie Foushee_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Valerie Foushee_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Yea,Nay
Valerie Foushee_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Valerie Foushee_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Wiley Nickel_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Wiley Nickel_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Wiley Nickel_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Wiley Nickel_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Wiley Nickel_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Wiley Nickel_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Wiley Nickel_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Wiley Nickel_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Wiley Nickel_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Wiley Nickel_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Yea,Nay
Wiley Nickel_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Wiley Nickel_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Wiley Nickel_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Nay,Yea
Wiley Nickel_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Wiley Nickel_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Wiley Nickel_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Yea,Nay
Wiley Nickel_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Wiley Nickel_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Yadira Caraveo_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Yadira Caraveo_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Yadira Caraveo_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Yadira Caraveo_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Yadira Caraveo_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Yadira Caraveo_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Yadira Caraveo_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Yadira Caraveo_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Yadira Caraveo_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Yadira Caraveo_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
Yadira Caraveo_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Yadira Caraveo_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Yadira Caraveo_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Yadira Caraveo_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Yea,Nay
Yadira Caraveo_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Yadira Caraveo_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Yea,Nay
Yadira Caraveo_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Yadira Caraveo_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
